id,title,context,question,answers
56d62e521c85041400946f9e,Dog,"The latest study using magnetic resonance imaging (MRI) to humans and dogs together proved that dogs have same response to voices and use the same parts of the brain as humans to do so. This gives dogs the ability to recognize emotional human sounds, making them friendly social pets to humans.",An MRI study on dogs proved that dogs use the same parts of what as humans?,the brain
56ce72ecaab44d1400b8879b,IPod,"Like other digital music players, iPods can serve as external data storage devices. Storage capacity varies by model, ranging from 2 GB for the iPod Shuffle to 128 GB for the iPod Touch (previously 160 GB for the iPod Classic, which is now discontinued).",What's the storage capacity of the iPod Shuffle?,2 GB
56f8bfd99e9bad19000a0411,Southampton,"Commercial radio stations broadcasting to the city include The Breeze, previously The Saint and currently broadcasting Hot adult contemporary music, Capital, previously Power FM and Galaxy and broadcasting popular music, Wave 105 and Heart Hampshire, the latter previously Ocean FM and both broadcasting adult contemporary music, and 106 Jack FM (www.jackradio.com), previously The Coast 106. In addition, Southampton University has a radio station called SURGE, broadcasting on AM band as well as through the web.",What genre of music is played on The Breeze?,Hot adult contemporary
57100ee5a58dae1900cd6839,Capital_punishment_in_the_United_States,"In the 2010s, American jurisdictions have experienced a shortage of lethal injection drugs, due to anti-death penalty advocacy and low production volume. Hospira, the only U.S. manufacturer of sodium thiopental, stopped making the drug in 2011. The European Union has outlawed the export of any product that could be used in an execution; this has prevented executioners from using EU-manufactured anesthetics like propofol which are needed for general medical purposes. Another alternative, pentobarbital, is also only manufactured in the European Union, which has caused the Danish producer to restrict distribution to U.S. government customers.","Along with anti-death penalty advocacy, why has there been a shortage in drugs for lethal injections in the United States?",low production volume
571aa6aa4faf5e1900b8abb9,Athanasius_of_Alexandria,"Pope Julius had died in April, 352, and was succeeded by Liberius. For two years Liberius had been favourable to the cause of Athanasius; but driven at last into exile, he was induced to sign an ambiguous formula, from which the great Nicene text, the ""homoousion"", had been studiously omitted. In 355 a council was held at Milan, where in spite of the vigorous opposition of a handful of loyal prelates among the Western bishops, a fourth condemnation of Athanasius was announced to the world. With his friends scattered, the saintly Hosius in exile, and Pope Liberius denounced as acquiescing in Arian formularies, Athanasius could hardly hope to escape. On the night of 8 February, 356, while engaged in services in the Church of St. Thomas, a band of armed men burst in to secure his arrest. It was the beginning of his third exile.",What was  Athanasius doing when he was arrested?,engaged in services
56e798c700c9c71400d77348,Daylight_saving_time,"The IANA time zone database maps a name to the named location's historical and predicted clock shifts. This database is used by many computer software systems, including most Unix-like operating systems, Java, and the Oracle RDBMS; HP's ""tztab"" database is similar but incompatible. When temporal authorities change DST rules, zoneinfo updates are installed as part of ordinary system maintenance. In Unix-like systems the TZ environment variable specifies the location name, as in TZ=':America/New_York'. In many of those systems there is also a system-wide setting that is applied if the TZ environment variable isn't set: this setting is controlled by the contents of the /etc/localtime file, which is usually a symbolic link or hard link to one of the zoneinfo files. Internal time is stored in timezone-independent epoch time; the TZ is used by each of potentially many simultaneous users and processes to independently localize time display.","IANA, or zoneinfo, updates are installed as a part of what ordinary function when changes to DST policy are made?",system maintenance
5728418f2ca10214002da1b6,Federalism,"Usually, a federation is formed at two levels: the central government and the regions (states, provinces, territories), and little to nothing is said about second or third level administrative political entities. Brazil is an exception, because the 1988 Constitution included the municipalities as autonomous political entities making the federation tripartite, encompassing the Union, the States, and the municipalities. Each state is divided into municipalities (municípios) with their own legislative council (câmara de vereadores) and a mayor (prefeito), which are partly autonomous from both Federal and State Government. Each municipality has a ""little constitution"", called ""organic law"" (lei orgânica). Mexico is an intermediate case, in that municipalities are granted full-autonomy by the federal constitution and their existence as autonomous entities (municipio libre, ""free municipality"") is established by the federal government and cannot be revoked by the states' constitutions. Moreover, the federal constitution determines which powers and competencies belong exclusively to the municipalities and not to the constituent states. However, municipalities do not have an elected legislative assembly.",Why is Brazil an exception?,because the 1988 Constitution included the municipalities as autonomous political entities making the federation tripartite
5719c4c310f8ca1400304e5c,Seattle,"Seattle (i/siˈætəl/) is a West Coast seaport city and the seat of King County. With an estimated 662,400 residents as of 2015[update], Seattle is the largest city in both the state of Washington and the Pacific Northwest region of North America. In July 2013 it was the fastest-growing major city in the United States, and remained in the top five in May 2015 with an annual growth rate of 2.1%. The Seattle metropolitan area of around 3.6 million inhabitants is the 15th largest metropolitan area in the United States. The city is situated on an isthmus between Puget Sound (an inlet of the Pacific Ocean) and Lake Washington, about 100 miles (160 km) south of the Canada–United States border. A major gateway for trade with Asia, Seattle is the third largest port in North America in terms of container handling as of 2015.",By 2015 what was Seattle's population?,"662,400"
572f4dbdb2c2fd1400567ff9,Modern_history,"Starting one-hundred years before the 20th century, the enlightenment spiritual philosophy was challenged in various quarters around the 1900s. Developed from earlier secular traditions, modern Humanist ethical philosophies affirmed the dignity and worth of all people, based on the ability to determine right and wrong by appealing to universal human qualities, particularly rationality, without resorting to the supernatural or alleged divine authority from religious texts. For liberal humanists such as Rousseau and Kant, the universal law of reason guided the way toward total emancipation from any kind of tyranny. These ideas were challenged, for example by the young Karl Marx, who criticized the project of political emancipation (embodied in the form of human rights), asserting it to be symptomatic of the very dehumanization it was supposed to oppose. For Friedrich Nietzsche, humanism was nothing more than a secular version of theism. In his Genealogy of Morals, he argues that human rights exist as a means for the weak to collectively constrain the strong. On this view, such rights do not facilitate emancipation of life, but rather deny it. In the 20th century, the notion that human beings are rationally autonomous was challenged by the concept that humans were driven by unconscious irrational desires.",Why did Kari Marx criticize Humanist Philosophy's? ,it to be symptomatic of the very dehumanization it was supposed to oppose
5727aec04b864d1900163a4d,"New_Haven,_Connecticut","New Haven's greatest culinary claim to fame may be its pizza, which has been claimed to be among the best in the country, or even in the world. New Haven-style pizza, called ""apizza"" (pronounced ah-BEETS, [aˈpitts] in the original Italian dialect), made its debut at the iconic Frank Pepe Pizzeria Napoletana (known as Pepe's) in 1925. Apizza is baked in coal- or wood-fired brick ovens, and is notable for its thin crust. Apizza may be red (with a tomato-based sauce) or white (with a sauce of garlic and olive oil), and pies ordered ""plain"" are made without the otherwise customary mozzarella cheese (originally smoked mozzarella, known as ""scamorza"" in Italian). A white clam pie is a well-known specialty of the restaurants on Wooster Street in the Little Italy section of New Haven, including Pepe's and Sally's Apizza (which opened in 1938). Modern Apizza on State Street, which opened in 1934, is also well-known.",What ingredient is notably absent from a New Haven-style pizza when ordered plain?,mozzarella cheese
56e01379231d4119001abf20,Comics,"The history of comics has followed different paths in different cultures. Scholars have posited a pre-history as far back as the Lascaux cave paintings. By the mid-20th century, comics flourished particularly in the United States, western Europe (especially in France and Belgium), and Japan. The history of European comics is often traced to Rodolphe Töpffer's cartoon strips of the 1830s, and became popular following the success in the 1930s of strips and books such as The Adventures of Tintin. American comics emerged as a mass medium in the early 20th century with the advent of newspaper comic strips; magazine-style comic books followed in the 1930s, in which the superhero genre became prominent after Superman appeared in 1938. Histories of Japanese comics and cartooning (manga) propose origins as early as the 12th century. Modern comic strips emerged in Japan in the early 20th century, and the output of comics magazines and books rapidly expanded in the post-World War II era with the popularity of cartoonists such as Osamu Tezuka. Comics has had a lowbrow reputation for much of its history, but towards the end of the 20th century began to find greater acceptance with the public and in academia.",When did Rodolphe Töpffer create cartoons?,1830s
5726ecae708984140094d63e,Literature,"Law offers more ambiguity. Some writings of Plato and Aristotle, the law tables of Hammurabi of Babylon, or even the early parts of the Bible could be seen as legal literature. Roman civil law as codified in the Corpus Juris Civilis during the reign of Justinian I of the Byzantine Empire has a reputation as significant literature. The founding documents of many countries, including Constitutions and Law Codes, can count as literature; however, most legal writings rarely exhibit much literary merit, as they tend to be rather Written by Samuel Dean.",Under what Emperor did this group sit?,Justinian I
572b41aabe1ee31400cb82c0,Empiricism,"The neopositivists subscribed to a notion of philosophy as the conceptual clarification of the methods, insights and discoveries of the sciences. They saw in the logical symbolism elaborated by Frege (1848–1925) and Bertrand Russell (1872–1970) a powerful instrument that could rationally reconstruct all scientific discourse into an ideal, logically perfect, language that would be free of the ambiguities and deformations of natural language. This gave rise to what they saw as metaphysical pseudoproblems and other conceptual confusions. By combining Frege's thesis that all mathematical truths are logical with the early Wittgenstein's idea that all logical truths are mere linguistic tautologies, they arrived at a twofold classification of all propositions: the analytic (a priori) and the synthetic (a posteriori). On this basis, they formulated a strong principle of demarcation between sentences that have sense and those that do not: the so-called verification principle. Any sentence that is not purely logical, or is unverifiable is devoid of meaning. As a result, most metaphysical, ethical, aesthetic and other traditional philosophical problems came to be considered pseudoproblems.",When did Bertrand Russell die?,1970
572679afdd62a815002e866a,Napoleon,"In the spring of 1800, Napoleon and his troops crossed the Swiss Alps into Italy, aiming to surprise the Austrian armies that had reoccupied the peninsula when Napoleon was still in Egypt.[note 5] After a difficult crossing over the Alps, the French army entered the plains of Northern Italy virtually unopposed. While one French army approached from the north, the Austrians were busy with another stationed in Genoa, which was besieged by a substantial force. The fierce resistance of this French army, under André Masséna, gave the northern striking force precious time to carry out their operations with little interference. After spending several days looking for each other, the two armies finally collided at the Battle of Marengo on June 14. General Melas had a numerical advantage, fielding about 30,000 Austrian soldiers while Napoleon commanded 24,000 French troops. The battle began favorably for the Austrians as their initial attack surprised the French and gradually drove them back. Melas concluded that he'd won the battle and retired to his headquarters around 3 pm, leaving his subordinates in charge of pursuing the French. However, the French lines never broke during their tactical retreat; Napoleon constantly rode out among the troops urging them to stand and fight. Late in the afternoon, a full division under Desaix arrived on the field and dramatically reversed the tide of the battle. A series of artillery barrages and fortunate cavalry charges managed to decimate the Austrian army, which fled chaotically over the Bormida River back to Alessandria, leaving behind 14,000 casualties. The following day, the Austrian army agreed to abandon Northern Italy once more with the Convention of Alessandria, which granted them safe passage to friendly soil in exchange for their fortresses throughout the region.",How many troops did Napoleon field at the Battle of Marengo?,"24,000"
56cee1e4aab44d1400b88be0,2008_Sichuan_earthquake,"In January 2010, Hong Kong-based English newspaper The Standard reported that writer Tan Zuoren attempted to document shoddy construction that may have led to massive casualties in schools, was sentenced to in prison ostensibly for his writing an article in 2007 in support of the pro-democracy movement in 1989.",When did the sentencing occur?,in 2007
571b08d99499d21900609beb,Asphalt,"Asphalt/bitumen is typically stored and transported at temperatures around 150 °C (302 °F). Sometimes diesel oil or kerosene are mixed in before shipping to retain liquidity; upon delivery, these lighter materials are separated out of the mixture. This mixture is often called ""bitumen feedstock"", or BFS. Some dump trucks route the hot engine exhaust through pipes in the dump body to keep the material warm. The backs of tippers carrying asphalt/bitumen, as well as some handling equipment, are also commonly sprayed with a releasing agent before filling to aid release. Diesel oil is no longer used as a release agent due to environmental concerns.",About what temperature is asphalt shipped?,150 °C
56e7adfc37bdd419002c4324,Nanjing,"In the 1960s, the first Nanjing Yangtze River Bridge was completed, and served as the only bridge crossing over the Lower Yangtze in eastern China at that time. The bridge was a source of pride and an important symbol of modern China, having been built and designed by the Chinese themselves following failed surveys by other nations and the reliance on and then rejection of Soviet expertise. Begun in 1960 and opened to traffic in 1968, the bridge is a two-tiered road and rail design spanning 4,600 metres on the upper deck, with approximately 1,580 metres spanning the river itself. Since then four more bridges and two tunnels have been built. Going in the downstream direction, the Yangtze crossings in Nanjing are: Dashengguan Bridge, Line 10 Metro Tunnel, Third Bridge, Nanjing Yangtze River Tunnel, First Bridge, Second Bridge and Fourth Bridge.",When did the Nanjing Yangtze River Bridge first open for traffic?,1968
56e70b3d6fe0821900b8eca4,Royal_Institute_of_British_Architects,"After the grant of the royal charter it had become known as the Royal Institute of British Architects in London, eventually dropping the reference to London in 1892. In 1934, it moved to its current headquarters on Portland Place, with the building being opened by King George V and Queen Mary.",When was the mention of London removed from the Royal Institute's name?,1892
5705e90375f01819005e7748,Bird_migration,"Historically, migration has been recorded as much as 3,000 years ago by Ancient Greek authors including Homer and Aristotle, and in the Book of Job, for species such as storks, turtle doves, and swallows. More recently, Johannes Leche began recording dates of arrivals of spring migrants in Finland in 1749, and scientific studies have used techniques including bird ringing and satellite tracking. Threats to migratory birds have grown with habitat destruction especially of stopover and wintering sites, as well as structures such as power lines and wind farms.",When was migration first recorded?,"3,000 years ago"
5730374704bcaa1900d77391,Windows_8,"The developers of both Chrome and Firefox committed to developing Metro-style versions of their browsers; while Chrome's ""Windows 8 mode"" uses a full-screen version of the existing desktop interface, Firefox's version (which was first made available on the ""Aurora"" release channel in September 2013) uses a touch-optimized interface inspired by the Android version of Firefox. In October 2013, Chrome's app was changed to mimic the desktop environment used by Chrome OS. Development of the Firefox app for Windows 8 has since been cancelled, citing a lack of user adoption for the beta versions.",What does Firefox's version for Windows 8 do?,uses a touch-optimized interface
5730b7f28ab72b1400f9c6f4,Namibia,"The dry lands of Namibia were inhabited since early times by San, Damara, and Namaqua, and since about the 14th century AD by immigrating Bantu who came with the Bantu expansion. Most of the territory became a German Imperial protectorate in 1884 and remained a German colony until the end of World War I. In 1920, the League of Nations mandated the country to South Africa, which imposed its laws and, from 1948, its apartheid policy. The port of Walvis Bay and the offshore Penguin Islands had been annexed by the Cape Colony under the British crown by 1878 and had become an integral part of the new Union of South Africa at its creation in 1910.",When did South Africa impose the apartheid policy on Namibia?,1948
572995f63f37b319004784ad,Neoclassical_architecture,The earliest examples of neoclassical architecture in Hungary may be found in Vác. In this town the triumphal arch and the neoclassical façade of the baroque Cathedral were designed by the French architect Isidor Marcellus Amandus Ganneval (Isidore Canevale) in the 1760s. Also the work of a French architect Charles Moreau is the garden façade of the Esterházy Palace (1797–1805) in Kismarton (today Eisenstadt in Austria). The two principal architect of Neoclassicism in Hungary was Mihály Pollack and József Hild. Pollack's major work is the Hungarian National Museum (1837–1844). Hild is famous for his designs for the Cathedral of Eger and Esztergom.,Who designed the Esterhazy Palace?,Charles Moreau
56e70fe037bdd419002c3d0f,Royal_Institute_of_British_Architects,"The design of the Institute's Mycenean lions medal and the motto ‘Usui civium, decori urbium' has been attributed to Thomas Leverton Donaldson, who had been honorary secretary until 1839. The RIBA Guide to its Archive and History (Angela Mace,1986) records that the first official version of this badge was used as a bookplate for the Institute's library and publications from 1835 to 1891, when it was redesigned by J.H.Metcalfe. It was again redesigned in 1931 by Eric Gill and in 1960 by Joan Hassall. The description in the 1837 by-laws was: ""gules, two lions rampant guardant or, supporting a column marked with lines chevron, proper, all standing on a base of the same; a garter surrounding the whole with the inscription Institute of British Architects, anno salutis MDCCCXXXIV; above a mural crown proper, and beneath the motto Usui civium decori urbium "".",When did Joan Hassall redesign the Royal Institute's medal?,1960
570d4d9efed7b91900d45e4f,Valencia,"In the 15th century the dome was added and the naves extended back of the choir, uniting the building to the tower and forming a main entrance. Archbishop Luis Alfonso de los Cameros began the building of the main chapel in 1674; the walls were decorated with marbles and bronzes in the Baroque style of that period. At the beginning of the 18th century the German Conrad Rudolphus built the façade of the main entrance. The other two doors lead into the transept; one, that of the Apostles in pure pointed Gothic, dates from the 14th century, the other is that of the Paláu. The additions made to the back of the cathedral detract from its height. The 18th-century restoration rounded the pointed arches, covered the Gothic columns with Corinthian pillars, and redecorated the walls. The dome has no lantern, its plain ceiling being pierced by two large side windows. There are four chapels on either side, besides that at the end and those that open into the choir, the transept, and the sanctuary. It contains many paintings by eminent artists. A silver reredos, which was behind the altar, was carried away in the war of 1808, and converted into coin to meet the expenses of the campaign. There are two paintings by Francisco Goya in the San Francesco chapel. Behind the Chapel of the Blessed Sacrament is a small Renaissance chapel built by Calixtus III. Beside the cathedral is the chapel dedicated to the Our Lady of the Forsaken (Virgen de los desamparados or Mare de Déu dels Desamparats).",When was the main entrance constructed?,beginning of the 18th century
57268c1b708984140094c9b3,Dutch_language,"In Dutch, the diminutive is not merely restricted to nouns and exist in numerals (met z'n tweetjes, ""the two of us""), pronouns (onderonsje, ""tête-à-tête""), verbal particles (moetje, ""shotgun marriage""), and even prepositions (toetje, ""dessert""). Most notable however, are the diminutive forms of adjectives and adverbs. The former take an diminutive ending and thus functions as a noun, the latter remain adverbs and have always the diminutive with the -s appended, e.g. adjective: groen (""green"") → noun: groentje (""rookie""); adverb: even (""just"") → adverb: eventjes (""just a minute"").","When the diminutive ending ""-tjes"" is added to the adverb ""even,"" as what part of speech does it function?",adverb
5726e0f7708984140094d487,Napoleon,"Napoleon maintained strict, efficient work habits, prioritizing what needed to be done. He cheated at cards, but repaid the losses; he had to win at everything he attempted. He kept relays of staff and secretaries at work. Unlike many generals, Napoleon did not examine history to ask what Hannibal or Alexander or anyone else did in a similar situation. Critics said he won many battles simply because of luck; Napoleon responded, ""Give me lucky generals,"" aware that ""luck"" comes to leaders who recognize opportunity, and seize it. Dwyer argues that Napoleon's victories at Austerlitz and Jena in 1805-06 heightened his sense of self-grandiosity, leaving him even more certain of his destiny and invincibility. By the Russian campaign in 1812, however, Napoleon seems to have lost his verve. With crisis after crisis at hand, he rarely rose to the occasion. Some historians have suggested a physical deterioration, but others note that an impaired Napoleon was still a brilliant general.","According to critics, what was the reason Napoleon won many battles?",luck
56d119ec17492d1400aab947,New_York_City,"New York City also has an extensive web of expressways and parkways, which link the city's boroughs to each other as well as to northern New Jersey, Westchester County, Long Island, and southwestern Connecticut through various bridges and tunnels. Because these highways serve millions of outer borough and suburban residents who commute into Manhattan, it is quite common for motorists to be stranded for hours in traffic jams that are a daily occurrence, particularly during rush hour.",At what time are drivers in New York most likely to experience traffic jams?,rush hour
5728b1163acd2414000dfcd3,Mandolin,"Noteworthy Irish mandolinists include Andy Irvine (who, like Johnny Moynihan, almost always tunes the top E down to D, to achieve an open tuning of GDAD), Paul Brady, Mick Moloney, Paul Kelly and Claudine Langille. John Sheahan and the late Barney McKenna, respectively fiddle player and tenor banjo player with The Dubliners, are also accomplished Irish mandolin players. The instruments used are either flat-backed, oval hole examples as described above (made by UK luthier Roger Bucknall of Fylde Guitars), or carved-top, oval hole instruments with arched back (made by Stefan Sobell in Northumberland). The Irish guitarist Rory Gallagher often played the mandolin on stage, and he most famously used it in the song ""Going To My Hometown.""",What was John Sheahan and Barney Mckenna's band called?,"The Dubliners,"
56f6f981711bf01900a448ad,Classical_music,"Vocal music in the Renaissance is noted for the flourishing of an increasingly elaborate polyphonic style. The principal liturgical forms which endured throughout the entire Renaissance period were masses and motets, with some other developments towards the end, especially as composers of sacred music began to adopt secular forms (such as the madrigal) for their own designs. Towards the end of the period, the early dramatic precursors of opera such as monody, the madrigal comedy, and the intermedio are seen.",What liturgical form besides motets endured throughout the entire Renaissance period?,masses
572827c73acd2414000df5b5,Group_(mathematics),"For any prime number p, there is also the multiplicative group of integers modulo p. Its elements are the integers 1 to p − 1. The group operation is multiplication modulo p. That is, the usual product is divided by p and the remainder of this division is the result of modular multiplication. For example, if p = 5, there are four group elements 1, 2, 3, 4. In this group, 4 · 4 = 1, because the usual product 16 is equivalent to 1, which divided by 5 yields a remainder of 1. for 5 divides 16 − 1 = 15, denoted",What term describes the group of integers related to a prime number?,modulo p
572923981d046914007790b2,Glass,"Following the glass batch preparation and mixing, the raw materials are transported to the furnace. Soda-lime glass for mass production is melted in gas fired units. Smaller scale furnaces for specialty glasses include electric melters, pot furnaces, and day tanks. After melting, homogenization and refining (removal of bubbles), the glass is formed. Flat glass for windows and similar applications is formed by the float glass process, developed between 1953 and 1957 by Sir Alastair Pilkington and Kenneth Bickerstaff of the UK's Pilkington Brothers, who created a continuous ribbon of glass using a molten tin bath on which the molten glass flows unhindered under the influence of gravity. The top surface of the glass is subjected to nitrogen under pressure to obtain a polished finish. Container glass for common bottles and jars is formed by blowing and pressing methods. This glass is often slightly modified chemically (with more alumina and calcium oxide) for greater water resistance. Further glass forming techniques are summarized in the table Glass forming techniques.",What is added to the glass of jars to improve water resistance?,alumina and calcium oxide
56f95d2a9b226e1400dd13bb,Marshall_Islands,"Following capture and occupation by the United States during World War II, the Marshall Islands, along with several other island groups located in Micronesia, passed formally to the United States under United Nations auspices in 1947 as part of the Trust Territory of the Pacific Islands established pursuant to Security Council Resolution 21.",What resolution of the UN Security Council gave the United States control over the Marshalls?,Security Council Resolution 21
57325d630fdd8d15006c6a38,The_Bronx,"Until March 1, 2009, the Borough President of the Bronx was Adolfo Carrión Jr., elected as a Democrat in 2001 and 2005 before retiring early to direct the White House Office of Urban Affairs Policy. His successor, Democratic New York State Assembly member Rubén Díaz, Jr., who won a special election on April 21, 2009 by a vote of 86.3% (29,420) on the ""Bronx Unity"" line to 13.3% (4,646) for the Republican district leader Anthony Ribustello on the ""People First"" line, became Borough President on May 1.",When was Carrion Jr. first elected Borough President?,2001
57277fdcf1498d1400e8f9fa,Glacier,"Some rock formations in the path of a glacier are sculpted into small hills called roche moutonnée, or ""sheepback"" rock. Roche moutonnée are elongated, rounded, and asymmetrical bedrock knobs that can be produced by glacier erosion. They range in length from less than a meter to several hundred meters long. Roche moutonnée have a gentle slope on their up-glacier sides and a steep to vertical face on their down-glacier sides. The glacier abrades the smooth slope on the upstream side as it flows along, but tears loose and carries away rock from the downstream side via plucking.",How large are roche moutonnee?,less than a meter to several hundred meters long
5731bb10b9d445190005e4d3,Separation_of_church_and_state_in_the_United_States,"The original charter of the Province of East Jersey had restricted membership in the Assembly to Christians; the Duke of York was fervently Catholic, and the proprietors of Perth Amboy, New Jersey were Scottish Catholic peers. The Province of West Jersey had declared, in 1681, that there should be no religious test for office. An oath had also been imposed on the militia during the French and Indian War requiring them to abjure the pretensions of the Pope, which may or may not have been applied during the Revolution. That law was replaced by 1799.",When was an oath requiring militia to abjure the pretensions of the pope replaced?,1799
56d267f859d6e41400145f7c,Buddhism,"According to most scholars, at some period after the Second Council the Sangha began to break into separate factions.[note 37] The various accounts differ as to when the actual schisms occurred. According to the Dipavamsa of the Pāli tradition, they started immediately after the Second Council, the Puggalavada tradition places it in 137 AN, the Sarvastivada tradition of Vasumitra says it was in the time of Ashoka and the Mahasanghika tradition places it much later, nearly 100 BCE.",The Sangha began to break into separte factions after what council?,the Second
5731388f497a881900248c7d,Qing_dynasty,"Faced with the stripping of their powers, Wu Sangui, later joined by Geng Zhongming and by Shang Kexi's son Shang Zhixin, felt they had no choice but to revolt. The ensuing Revolt of the Three Feudatories lasted for eight years. Wu attempted, ultimately in vain, to fire the embers of south China Ming loyalty by restoring Ming customs, ordering that the resented queues be cut, and declaring himself emperor of a new dynasty. At the peak of the rebels' fortunes, they extended their control as far north as the Yangtze River, nearly establishing a divided China. Wu then hesitated to go further north, not being able to coordinate strategy with his allies, and Kangxi was able to unify his forces for a counterattack led by a new generation of Manchu generals. By 1681, the Qing government had established control over a ravaged southern China which took several decades to recover. Manchu Generals and Bannermen were initially put to shame by the better performance of the Han Chinese Green Standard Army, who fought better than them against the rebels and this was noted by Kangxi, leading him to task Generals Sun Sike, Wang Jinbao, and Zhao Liangdong to lead Green Standard Soldiers to crush the rebels. The Qing thought that Han Chinese were superior at battling other Han people and so used the Green Standard Army as the dominant and majority army in crushing the rebels instead of Bannermen. Similarly, in northwestern China against Wang Fuchen, the Qing used Han Chinese Green Standard Army soldiers and Han Chinese Generals such as Zhang Liangdong, Wang Jinbao, and Zhang Yong as the primary military forces. This choice was due to the rocky terrain, which favoured infantry troops over cavalry, to the desire to keep Bannermen in the reserves, and, again, to the belief that Han troops were better at fighting other Han people. These Han generals achieved victory over the rebels. Also due to the mountainous terrain, Sichuan and southern Shaanxi were also retaken by the Han Chinese Green Standard Army under Wang Jinbao and Zhao Liangdong in 1680, with Manchus only participating in dealing with logistics and provisions. 400,000 Green Standard Army soldiers and 150,000 Bannermen served on the Qing side during the war. 213 Han Chinese Banner companies, and 527 companies of Mongol and Manchu Banners were mobilized by the Qing during the revolt. 400,000 Green Standard Army soldiers were used against the Three Feudatories besides 200,000 Bannermen.",When did the Qing regain power over southern China?,1681
572948b7af94a219006aa25c,Bermuda,"In the 17th century, the Somers Isles Company suppressed shipbuilding, as it needed Bermudians to farm to generate income from the land. Agricultural production met with limited success, however. The Bermuda cedar boxes used to ship tobacco to England were reportedly worth more than their contents.[citation needed] The colony of Virginia far surpassed Bermuda in both quality and quantity of tobacco produced. Bermudians began to turn to maritime trades relatively early in the 17th century, but the Somers Isles Company used all its authority to suppress turning away from agriculture. This interference led to the islanders demanding, and receiving, the revocation of the Company's charter in 1684, and the Company was dissolved.",Why wasn't agriculture successful?,colony of Virginia far surpassed Bermuda in both quality and quantity of tobacco produced
5723b1ae0dadf01500fa1f32,Queen_Victoria,"Victoria later described her childhood as ""rather melancholy"". Her mother was extremely protective, and Victoria was raised largely isolated from other children under the so-called ""Kensington System"", an elaborate set of rules and protocols devised by the Duchess and her ambitious and domineering comptroller, Sir John Conroy, who was rumoured to be the Duchess's lover. The system prevented the princess from meeting people whom her mother and Conroy deemed undesirable (including most of her father's family), and was designed to render her weak and dependent upon them. The Duchess avoided the court because she was scandalised by the presence of King William's bastard children, and perhaps prompted the emergence of Victorian morality by insisting that her daughter avoid any appearance of sexual impropriety. Victoria shared a bedroom with her mother every night, studied with private tutors to a regular timetable, and spent her play-hours with her dolls and her King Charles spaniel, Dash. Her lessons included French, German, Italian, and Latin, but she spoke only English at home.",What languages did Victoria take lessons in?,"French, German, Italian, and Latin"
572f7d6f04bcaa1900d76a19,Hyderabad,"Hyderabad has a tropical wet and dry climate (Köppen Aw) bordering on a hot semi-arid climate (Köppen BSh). The annual mean temperature is 26.6 °C (79.9 °F); monthly mean temperatures are 21–33 °C (70–91 °F). Summers (March–June) are hot and humid, with average highs in the mid-to-high 30s Celsius; maximum temperatures often exceed 40 °C (104 °F) between April and June. The coolest temperatures occur in December and January, when the lowest temperature occasionally dips to 10 °C (50 °F). May is the hottest month, when daily temperatures range from 26 to 39 °C (79–102 °F); December, the coldest, has temperatures varying from 14.5 to 28 °C (57–82 °F).",What is the mean yearly temperature in Hyderabad in Celsius?,26.6 °C
56dfdbee7aa994140058e1cb,Pub,"In March 2006, a law was introduced to forbid smoking in all enclosed public places in Scotland. Wales followed suit in April 2007, with England introducing the ban in July 2007. Pub landlords had raised concerns prior to the implementation of the law that a smoking ban would have a negative impact on sales. After two years, the impact of the ban was mixed; some pubs suffered declining sales, while others developed their food sales. The Wetherspoon pub chain reported in June 2009 that profits were at the top end of expectations; however, Scottish & Newcastle's takeover by Carlsberg and Heineken was reported in January 2008 as partly the result of its weakness following falling sales due to the ban. Similar bans are applied in Australian pubs with smoking only allowed in designated areas.",What chain of pubs reported favorable profits in June 2009?,Wetherspoon
5728f36f2ca10214002dab22,Paris,"The Louvre was the world's most visited art museum in 2014, with 9.3 million visitors. Its treasures include the Mona Lisa (La Joconde) and the Venus de Milo statue. Starkly apparent with its service-pipe exterior, the Centre Georges Pompidou, the second-most visited art museum in Paris, also known as Beaubourg, houses the Musée National d'Art Moderne. The Musée d'Orsay, in the former Orsay railway station, was the third-most visited museum in the city in 2014; it displays French art of the 19th century, including major collections of the Impressionists and Post-Impressionists. The original building - a railway station - was constructed for the Universal Exhibition of 1900. The Musée du quai Branly was the fourth-most visited national museum in Paris in 2014; it displays art objects from Africa, Asia, Oceania, and the Americas. The Musée national du Moyen Âge, or Cluny Museum, presents Medieval art, including the famous tapestry cycle of The Lady and the Unicorn. The Guimet Museum, or Musée national des arts asiatiques, has one of the largest collections of Asian art in Europe. There are also notable museums devoted to individual artists, including the Picasso Museum the Rodin Museum, and the Musée national Eugène Delacroix.",What is Musee national des arts asiatiques famous for housing?,collections of Asian art
